# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,6.980889670183930700e-05,1.902910583841358350e-03,1.925262379760742348e+01,-5.248044779687500068e+02,5.839237438568498952e-04,2.142143338882834146e-05,1.710250706672575689e+03,6.274110614033289579e+01,-3.668532683281303802e-02
1.888121750000000000e+06,5.296268633100592834e-07,7.037183427017696996e-05,1.802300704769410102e-03,2.163130716430664435e+01,-5.540017615234376080e+02,5.819286618670619195e-04,2.272172853375992548e-05,1.715807848394452094e+03,6.699467254668338967e+01,-3.904555665098099343e-02
1.782501875000000000e+06,5.610092275499009038e-07,7.083648100834552411e-05,1.701167456536299390e-03,2.443489529724121212e+01,-5.868141400000000658e+02,5.819144919099199145e-04,2.423087433061209164e-05,1.715491076235075980e+03,7.143291542217392021e+01,-4.163992247569427846e-02
1.682790250000000000e+06,5.942511254744909383e-07,7.124196020138485184e-05,1.608725326417927712e-03,2.747395518371582313e+01,-6.203934787304688143e+02,5.807989446819088620e-04,2.572052209445078961e-05,1.718396203568919645e+03,7.609870494017698661e+01,-4.428472594511577431e-02
1.588656500000000000e+06,6.294626937918927447e-07,7.152801527700494548e-05,1.525216714407879670e-03,3.068025445556640918e+01,-6.542057222851562983e+02,5.781931604077252549e-04,2.711549697825018610e-05,1.725730379769584715e+03,8.093149504729336741e+01,-4.689695215199210510e-02
1.499788375000000000e+06,6.667607354937658813e-07,7.180788046012048678e-05,1.441675129938331046e-03,3.446364336669922324e+01,-6.919209592382812843e+02,5.773179710176065335e-04,2.875542415168451363e-05,1.727861055595794369e+03,8.606241278312664633e+01,-4.980864202269489477e-02
1.415891625000000000e+06,7.062687442621181909e-07,7.195143666192778333e-05,1.366870122174846693e-03,3.840459915161132898e+01,-7.295768030468750567e+02,5.746847033238234453e-04,3.025114775790931385e-05,1.735276279582289590e+03,9.134417330203342544e+01,-5.263955623482706458e-02
1.336687875000000000e+06,7.481178057368104391e-07,7.202105269949248218e-05,1.291902065802480373e-03,4.301824131591797595e+01,-7.716542974609375278e+02,5.738275499027058971e-04,3.198978104140754911e-05,1.737284626965321195e+03,9.685027293068620224e+01,-5.574807456845094072e-02
1.261914750000000000e+06,7.924465578994143479e-07,7.206073717565412214e-05,1.216717915846845383e-03,4.850630602539062863e+01,-8.190103777148437985e+02,5.749737647034312187e-04,3.405311354551118314e-05,1.733130554824766705e+03,1.026455382761403712e+02,-5.922550842485069245e-02
1.191324250000000000e+06,8.394020351722043748e-07,7.206425668636573219e-05,1.150797048349161108e-03,5.420292410156250185e+01,-8.655687012695312887e+02,5.736673509647614118e-04,3.592372025268600588e-05,1.736361507917818699e+03,1.087329877899977362e+02,-6.262116920593704950e-02
