# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,-3.391550501429112049e-07,1.897509823543369915e-03,-9.419551143884659361e-02,-5.270064774609375036e+02,5.863737987657288578e-04,-1.048066432412515357e-07,1.705396745485624479e+03,-3.048173514320225985e-01,1.787369139989906464e-04
1.888121750000000000e+06,5.296268633100592834e-07,1.442596074170102281e-07,1.796723708502149380e-03,4.468709736347199063e-02,-5.565685969531250521e+02,5.846248899489428323e-04,4.693974744762288989e-08,1.710498493556766107e+03,1.373365531941447559e-01,-8.029036781468932888e-05
1.782501875000000000e+06,5.610092275499009038e-07,5.301831083428355778e-07,1.695367840087553483e-03,1.844581986713409727e-01,-5.898424392382812584e+02,5.849175061395968248e-04,1.829180512904007960e-07,1.709642627732735718e+03,5.346471845779173782e-01,-3.127245284512743403e-04
1.682790250000000000e+06,5.942511254744909383e-07,8.372417366220381223e-07,1.602739394995800551e-03,3.259304434204101653e-01,-6.239315825390625605e+02,5.841112408756267416e-04,3.051290254785586235e-07,1.712002196051482770e+03,8.943186248483284695e-01,-5.223817042472034527e-04
1.588656500000000000e+06,6.294626937918927447e-07,1.096112092245397308e-06,1.519023137493234234e-03,4.750353890037536941e-01,-6.583174769531250377e+02,5.818271677930317862e-04,4.198407374276578355e-07,1.718722560002022647e+03,1.240213223046823465e+00,-7.215901227510297536e-04
1.499788375000000000e+06,6.667607354937658813e-07,1.366170022266852050e-06,1.435231083158834556e-03,6.632247047424316699e-01,-6.967512797460938145e+02,5.813482447037873757e-04,5.533746821200035267e-07,1.720137805579540100e+03,1.637367481603367425e+00,-9.518815738438547204e-04
1.415891625000000000e+06,7.062687442621181909e-07,1.476853526342707597e-06,1.360171609296148771e-03,7.982694353866578441e-01,-7.352004807617188362e+02,5.791144515636891497e-04,6.287936125871901664e-07,1.726772347629789010e+03,1.874903000002905662e+00,-1.085784702642733721e-03
1.336687875000000000e+06,7.481178057368104391e-07,1.584377154227627349e-06,1.284922546799931479e-03,9.596304310607911559e-01,-7.782558427929687923e+02,5.787366764324429870e-04,7.136127938114239625e-07,1.727898922438865384e+03,2.130590349079568124e+00,-1.233052652218984222e-03
1.261914750000000000e+06,7.924465578994143479e-07,1.664640132577632647e-06,1.209404865379691595e-03,1.138088710136413662e+00,-8.268513994921876247e+02,5.804784346479317358e-04,7.989778494130867494e-07,1.722713620013070113e+03,2.371164786005337533e+00,-1.376412630897611315e-03
1.191324250000000000e+06,8.394020351722043748e-07,1.720719202236910545e-06,1.143186559770658457e-03,1.316663515396118367e+00,-8.747458810156250593e+02,5.797496508290557503e-04,8.726365335084345780e-07,1.724878545354509015e+03,2.596279329170391836e+00,-1.505195444724362775e-03
1.124682625000000000e+06,8.891397250846655899e-07,1.777041428306061407e-06,1.076766862302294290e-03,1.532685351219177372e+00,-9.287036139062500979e+02,5.810797337033185572e-04,9.589845268194698948e-07,1.720929535748018452e+03,2.840134840034842068e+00,-1.650349291495163250e-03
1.061768875000000000e+06,9.418245566861243833e-07,1.797625115898152549e-06,1.019739659438860481e-03,1.728698111305236873e+00,-9.806394045703125357e+02,5.792525280809563944e-04,1.021122286740146291e-06,1.726357407125718510e+03,3.043270314477818150e+00,-1.762827501371619582e-03
1.002374437500000000e+06,9.976311870981846032e-07,1.799794730477853906e-06,9.626224341164516625e-04,1.942269543991089087e+00,-1.038825264062500082e+03,5.792967516680160023e-04,1.083098839257785558e-06,1.726224946772338399e+03,3.227486138604185317e+00,-1.869678771957777484e-03
9.463025000000000000e+05,1.056744539933055151e-06,1.823215563785192331e-06,9.111187944904236861e-04,2.196272733230590912e+00,-1.097547325078125141e+03,5.778057381782983554e-04,1.156231680282979921e-06,1.730678547558475657e+03,3.463214767271414640e+00,-2.001073377928607160e-03
8.933671875000000000e+05,1.119360565277085465e-06,1.845757864902815162e-06,8.605058330962350255e-04,2.492671753005981650e+00,-1.162101825078125103e+03,5.775675539930893261e-04,1.238864182314268699e-06,1.731391232450485177e+03,3.713779571976318472e+00,-2.144968452173634608e-03
8.433930000000000000e+05,1.185686862470995129e-06,1.868051459837651581e-06,8.127083623086354437e-04,2.828245366897583324e+00,-1.230447185078125131e+03,5.773266116801916000e-04,1.327014547615474362e-06,1.732112631672793668e+03,3.981348882652216759e+00,-2.298550804289912347e-03
7.962143125000000000e+05,1.255943260879274967e-06,1.868011723003367816e-06,7.677148434327293273e-04,3.169400710754394890e+00,-1.302559261523437726e+03,5.769737815167210685e-04,1.403898591981907157e-06,1.733170746326775316e+03,4.217169043688817176e+00,-2.433210376200120421e-03
7.516748125000000000e+05,1.330362522956028934e-06,1.862949022369134776e-06,7.255453899078402472e-04,3.538905240478515957e+00,-1.378264435429687637e+03,5.763564466314971763e-04,1.479883538264479695e-06,1.735025977490807918e+03,4.454945195037514516e+00,-2.567653310574779038e-03
