# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,6.577136347448124391e-05,1.900486396553408659e-03,1.818810596862793005e+01,-5.255516405078125217e+02,5.847550743149428250e-04,2.023699754234708291e-05,1.708071955838180884e+03,5.911235231766836051e+01,-3.460764759682556646e-02
1.888121750000000000e+06,5.296268633100592834e-07,6.632154310407671648e-05,1.799945044205679542e-03,2.044310726989746385e+01,-5.548192622851563556e+02,5.827873723575016868e-04,2.147363218712968803e-05,1.713565236563526469e+03,6.313875585493097020e+01,-3.684642668262384790e-02
1.782501875000000000e+06,5.610092275499009038e-07,6.677608187546232800e-05,1.698854412542416753e-03,2.310139144287109758e+01,-5.877239227929687786e+02,5.828166784041287699e-04,2.290850466536219511e-05,1.713158556696685537e+03,6.733832823050721572e+01,-3.930653585290380669e-02
1.682790250000000000e+06,5.942511254744909383e-07,6.715017929499525191e-05,1.606462660019453278e-03,2.597453313293457100e+01,-6.213999430468750234e+02,5.817411747872687370e-04,2.431679562958109422e-05,1.715979285475301140e+03,7.172797697318964083e+01,-4.180002496552400609e-02
1.588656500000000000e+06,6.294626937918927447e-07,6.742897010554603011e-05,1.522956074426750359e-03,2.901491253173828255e+01,-6.553331189843750053e+02,5.791895641968538688e-04,2.564365214825654453e-05,1.723172543197047844e+03,7.629356608047065436e+01,-4.427505903670050924e-02
1.499788375000000000e+06,6.667607354937658813e-07,6.770538597480882576e-05,1.439414250767974716e-03,3.260557216430664340e+01,-6.931933782226562926e+02,5.783796390253979859e-04,2.720510560409717776e-05,1.725151370876440524e+03,8.114553497566267026e+01,-4.703676230708830203e-02
1.415891625000000000e+06,7.062687442621181909e-07,6.781121674561894875e-05,1.364593010964330888e-03,3.632654663330078648e+01,-7.310140420312500282e+02,5.758168106713865099e-04,2.861427417586932581e-05,1.732385429160237891e+03,8.608805913546311217e+01,-4.969336366283900325e-02
1.336687875000000000e+06,7.481178057368104391e-07,6.789153740115321813e-05,1.289588157073123104e-03,4.071097927856445864e+01,-7.732980979687500849e+02,5.750499340986218056e-04,3.027402500112564602e-05,1.734172999412333183e+03,9.129710939412461812e+01,-5.264590639172842673e-02
1.261914750000000000e+06,7.924465578994143479e-07,6.790090096495294972e-05,1.214348665552334458e-03,4.590214868408203586e+01,-8.209200792382813461e+02,5.763144415791679508e-04,3.222490453723215927e-05,1.729755721575446159e+03,9.672013917916500247e+01,-5.591549024683853397e-02
1.191324250000000000e+06,8.394020351722043748e-07,6.790072528702939308e-05,1.148377961688606258e-03,5.130846734130859943e+01,-8.677597020312500717e+02,5.751194663209353375e-04,3.400537992949558295e-05,1.732711508147893255e+03,1.024509107989370023e+02,-5.912750640667669561e-02
1.124682625000000000e+06,8.891397250846655899e-07,6.786127717112987190e-05,1.082212037386076154e-03,5.771556987304688136e+01,-9.204142194921876126e+02,5.758931499250718794e-04,3.611200330243450029e-05,1.729632220569655374e+03,1.084584605136128062e+02,-6.270608238200602036e-02
1.061768875000000000e+06,9.418245566861243833e-07,6.778071006550905422e-05,1.025450325325722757e-03,6.417761240478516527e+01,-9.709392754296875410e+02,5.735227722693584090e-04,3.790898474853819633e-05,1.736025218181365744e+03,1.147486319657531908e+02,-6.609848219023116422e-02
1.002374437500000000e+06,9.976311870981846032e-07,6.766752006732792177e-05,9.685762526528656066e-04,7.177911000000000286e+01,-1.027428540507812613e+03,5.729414143814830001e-04,4.002733346897067296e-05,1.736901645882874845e+03,1.213449397048941591e+02,-6.986287334837200380e-02
9.463025000000000000e+05,1.056744539933055151e-06,6.757990868888528416e-05,9.173537843139871126e-04,7.987177468261720037e+01,-1.084207957460937678e+03,5.707832044098050004e-04,4.204863760823734806e-05,1.742521968193786051e+03,1.283686594120013353e+02,-7.366831624226928554e-02
8.933671875000000000e+05,1.119360565277085465e-06,6.746222084146363178e-05,8.670064968089783147e-04,8.920607531738282603e+01,-1.146452724062500010e+03,5.697899111043711095e-04,4.433564564698998174e-05,1.744470971976311830e+03,1.357381823505730836e+02,-7.781051363485587402e-02
