set_temp,temp,time,I,J
81.0,80.6431,389.7,-3.42e-10,-3.10909090909e-09
82.0,82.2699,400.4,-3.73e-10,-3.39090909091e-09
83.0,83.5382,409.1,-3.99e-10,-3.62727272727e-09
84.0,84.7403,417.8,-4.25e-10,-3.86363636364e-09
85.0,85.9107,426.4,-4.51e-10,-4.1e-09
86.0,86.5034,430.9,-4.63e-10,-4.20909090909e-09
87.0,87.6568,439.6,-4.9e-10,-4.45454545455e-09
88.0,88.7958,448.3,-5.15e-10,-4.68181818182e-09
89.0,89.2632,451.7,-5.26e-10,-4.78181818182e-09
90.0,90.5475,461.4,-5.56e-10,-5.05454545455e-09
91.0,91.5909,469.1,-5.81e-10,-5.28181818182e-09
92.0,92.7453,477.7,-6.09e-10,-5.53636363636e-09
93.0,93.917,486.4,-6.39e-10,-5.80909090909e-09
94.0,94.9633,494.0,-6.65e-10,-6.04545454545e-09
95.0,96.1551,502.7,-6.95e-10,-6.31818181818e-09
96.0,96.7757,507.2,-7.12e-10,-6.47272727273e-09
97.0,97.9899,515.9,-7.44e-10,-6.76363636364e-09
98.0,98.4678,519.3,-7.58e-10,-6.89090909091e-09
99.0,99.6773,528.1,-7.91e-10,-7.19090909091e-09
100.0,101.579,542.0,-8.46e-10,-7.69090909091e-09
101.0,101.905,544.4,-8.55e-10,-7.77272727273e-09
102.0,103.051,553.0,-8.9e-10,-8.09090909091e-09
103.0,104.337,562.7,-9.3e-10,-8.45454545455e-09
104.0,105.442,571.4,-9.65e-10,-8.77272727273e-09
105.0,106.679,581.1,-1.006e-09,-9.14545454545e-09
106.0,106.985,583.5,-1.016e-09,-9.23636363636e-09
107.0,107.569,588.0,-1.036e-09,-9.41818181818e-09
108.0,108.834,597.7,-1.08e-09,-9.81818181818e-09
109.0,110.415,609.5,-1.138e-09,-1.03454545455e-08
110.0,111.589,618.2,-1.182e-09,-1.07454545455e-08
111.0,112.066,621.7,-1.201e-09,-1.09181818182e-08
112.0,113.235,630.3,-1.245e-09,-1.13181818182e-08
113.0,114.168,636.9,-1.281e-09,-1.16454545455e-08
114.0,115.285,644.5,-1.324e-09,-1.20363636364e-08
115.0,116.147,650.1,-1.358e-09,-1.23454545455e-08
116.0,116.349,651.4,-1.366e-09,-1.24181818182e-08
117.0,117.218,656.9,-1.402e-09,-1.27454545455e-08
118.0,118.911,667.7,-1.469e-09,-1.33545454545e-08
119.0,120.328,677.3,-1.526e-09,-1.38727272727e-08
120.0,121.574,686.0,-1.573e-09,-1.43e-08
121.0,122.184,690.5,-1.595e-09,-1.45e-08
122.0,123.216,698.2,-1.629e-09,-1.48090909091e-08
123.0,124.505,707.8,-1.668e-09,-1.51636363636e-08
124.0,125.661,716.5,-1.7e-09,-1.54545454545e-08
125.0,126.115,719.9,-1.712e-09,-1.55636363636e-08
126.0,126.861,725.6,-1.732e-09,-1.57454545455e-08
127.0,128.578,738.3,-1.773e-09,-1.61181818182e-08
128.0,129.603,746.0,-1.798e-09,-1.63454545455e-08
129.0,130.734,754.6,-1.826e-09,-1.66e-08
130.0,131.984,764.4,-1.859e-09,-1.69e-08
131.0,132.577,768.9,-1.876e-09,-1.70545454545e-08
132.0,133.713,777.6,-1.913e-09,-1.73909090909e-08
133.0,134.704,785.1,-1.949e-09,-1.77181818182e-08
134.0,135.309,789.7,-1.972e-09,-1.79272727273e-08
135.0,136.992,802.6,-2.05e-09,-1.86363636364e-08
136.0,137.308,805.0,-2.07e-09,-1.88181818182e-08
137.0,138.695,815.7,-2.15e-09,-1.95454545455e-08
138.0,139.673,823.3,-2.21e-09,-2.00909090909e-08
139.0,140.941,833.1,-2.3e-09,-2.09090909091e-08
140.0,141.939,840.7,-2.37e-09,-2.15454545455e-08
141.0,142.528,845.2,-2.42e-09,-2.2e-08
142.0,143.546,852.9,-2.51e-09,-2.28181818182e-08
143.0,144.144,857.4,-2.56e-09,-2.32727272727e-08
144.0,145.731,869.2,-2.72e-09,-2.47272727273e-08
145.0,147.021,878.9,-2.85e-09,-2.59090909091e-08
146.0,147.478,882.3,-2.9e-09,-2.63636363636e-08
147.0,148.486,889.9,-3.01e-09,-2.73636363636e-08
148.0,149.772,899.7,-3.16e-09,-2.87272727273e-08
149.0,150.889,908.3,-3.3e-09,-3e-08
150.0,152.036,917.0,-3.44e-09,-3.12727272727e-08
151.0,152.473,920.4,-3.5e-09,-3.18181818182e-08
152.0,153.222,926.0,-3.6e-09,-3.27272727273e-08
153.0,154.752,937.7,-3.8e-09,-3.45454545455e-08
154.0,155.889,946.4,-3.96e-09,-3.6e-08
155.0,157.026,955.1,-4.12e-09,-3.74545454545e-08
156.0,157.491,958.6,-4.19e-09,-3.80909090909e-08
157.0,158.502,966.2,-4.33e-09,-3.93636363636e-08
158.0,159.461,972.8,-4.48e-09,-4.07272727273e-08
159.0,160.6,980.4,-4.65e-09,-4.22727272727e-08
160.0,160.974,982.8,-4.71e-09,-4.28181818182e-08
161.0,161.51,986.3,-4.79e-09,-4.35454545455e-08
162.0,163.035,995.9,-5.04e-09,-4.58181818182e-08
163.0,164.374,1004.6,-5.26e-09,-4.78181818182e-08
164.0,165.598,1013.3,-5.48e-09,-4.98181818182e-08
165.0,167.142,1025.1,-5.75e-09,-5.22727272727e-08
166.0,167.582,1028.5,-5.82e-09,-5.29090909091e-08
167.0,168.665,1037.2,-6e-09,-5.45454545455e-08
168.0,169.883,1046.9,-6.2e-09,-5.63636363636e-08
169.0,170.34,1050.4,-6.27e-09,-5.7e-08
170.0,171.331,1058.0,-6.43e-09,-5.84545454545e-08
171.0,172.334,1065.7,-6.58e-09,-5.98181818182e-08
172.0,173.466,1074.3,-6.75e-09,-6.13636363636e-08
173.0,174.563,1083.0,-6.92e-09,-6.29090909091e-08
174.0,175.677,1091.6,-7.07e-09,-6.42727272727e-08
175.0,176.912,1101.4,-7.22e-09,-6.56363636364e-08
176.0,177.349,1104.8,-7.28e-09,-6.61818181818e-08
177.0,178.471,1113.5,-7.4e-09,-6.72727272727e-08
178.0,179.044,1118.0,-7.46e-09,-6.78181818182e-08
179.0,180.034,1125.7,-7.56e-09,-6.87272727273e-08
180.0,181.808,1139.5,-7.69e-09,-6.99090909091e-08
181.0,182.126,1142.0,-7.71e-09,-7.00909090909e-08
182.0,183.22,1150.6,-7.77e-09,-7.06363636364e-08
183.0,184.443,1160.3,-7.79e-09,-7.08181818182e-08
184.0,185.519,1168.9,-7.79e-09,-7.08181818182e-08
185.0,186.766,1178.7,-7.75e-09,-7.04545454545e-08
186.0,187.218,1182.1,-7.72e-09,-7.01818181818e-08
187.0,187.818,1186.7,-7.68e-09,-6.98181818182e-08
188.0,188.798,1194.3,-7.58e-09,-6.89090909091e-08
189.0,190.479,1207.2,-7.3e-09,-6.63636363636e-08
190.0,191.595,1215.9,-7.05e-09,-6.40909090909e-08
191.0,192.061,1219.3,-6.93e-09,-6.3e-08
192.0,193.053,1226.9,-6.63e-09,-6.02727272727e-08
193.0,194.191,1235.6,-6.24e-09,-5.67272727273e-08
194.0,195.331,1244.3,-5.81e-09,-5.28181818182e-08
195.0,196.463,1253.0,-5.35e-09,-4.86363636364e-08
196.0,196.648,1254.4,-5.28e-09,-4.8e-08
197.0,197.49,1260.9,-4.94e-09,-4.49090909091e-08
198.0,199.13,1273.8,-4.27e-09,-3.88181818182e-08
199.0,200.358,1283.5,-3.82e-09,-3.47272727273e-08
200.0,201.325,1291.1,-3.5e-09,-3.18181818182e-08
201.0,201.648,1293.6,-3.4e-09,-3.09090909091e-08
202.0,202.869,1302.2,-3.09e-09,-2.80909090909e-08
203.0,203.842,1308.8,-2.89e-09,-2.62727272727e-08
204.0,204.853,1315.4,-2.71e-09,-2.46363636364e-08
205.0,205.373,1318.8,-2.62e-09,-2.38181818182e-08
206.0,206.061,1323.4,-2.51e-09,-2.28181818182e-08
207.0,207.818,1335.2,-2.25e-09,-2.04545454545e-08
208.0,209.038,1343.9,-2.09e-09,-1.9e-08
209.0,210.189,1352.5,-1.93e-09,-1.75454545455e-08
210.0,211.312,1361.3,-1.78e-09,-1.61818181818e-08
211.0,211.884,1365.7,-1.72e-09,-1.56363636364e-08
212.0,213.098,1375.5,-1.57e-09,-1.42727272727e-08
213.0,214.324,1385.1,-1.438e-09,-1.30727272727e-08
214.0,214.78,1388.7,-1.392e-09,-1.26545454545e-08
215.0,216.312,1400.4,-1.255e-09,-1.14090909091e-08
216.0,216.774,1403.9,-1.214e-09,-1.10363636364e-08
217.0,217.907,1412.5,-1.122e-09,-1.02e-08
218.0,219.041,1421.2,-1.033e-09,-9.39090909091e-09
219.0,220.146,1429.8,-9.49e-10,-8.62727272727e-09
220.0,221.387,1439.6,-8.6e-10,-7.81818181818e-09
221.0,221.825,1443.1,-8.29e-10,-7.53636363636e-09
222.0,222.944,1451.8,-7.57e-10,-6.88181818182e-09
223.0,223.534,1456.3,-7.2e-10,-6.54545454545e-09
224.0,224.956,1467.0,-6.41e-10,-5.82727272727e-09
225.0,226.478,1478.8,-5.64e-10,-5.12727272727e-09
226.0,226.657,1480.2,-5.55e-10,-5.04545454545e-09
227.0,227.882,1489.9,-4.98e-10,-4.52727272727e-09
228.0,229.089,1499.6,-4.47e-10,-4.06363636364e-09
229.0,230.18,1508.2,-4.08e-10,-3.70909090909e-09
230.0,231.271,1516.9,-3.74e-10,-3.4e-09
231.0,231.846,1521.4,-3.59e-10,-3.26363636364e-09
232.0,232.278,1524.9,-3.46e-10,-3.14545454545e-09
233.0,233.924,1537.7,-3.09e-10,-2.80909090909e-09
234.0,235.056,1546.4,-2.89e-10,-2.62727272727e-09
235.0,236.063,1554.0,-2.74e-10,-2.49090909091e-09
236.0,236.549,1557.5,-2.68e-10,-2.43636363636e-09
237.0,237.502,1564.1,-2.59e-10,-2.35454545455e-09
238.0,238.667,1571.8,-2.52e-10,-2.29090909091e-09
239.0,239.698,1578.3,-2.45e-10,-2.22727272727e-09
240.0,240.231,1581.8,-2.43e-10,-2.20909090909e-09
241.0,240.925,1586.3,-2.58e-10,-2.34545454545e-09
242.0,242.664,1598.1,-2.41e-10,-2.19090909091e-09
243.0,243.731,1605.7,-2.41e-10,-2.19090909091e-09
244.0,245.134,1616.4,-2.42e-10,-2.2e-09
245.0,246.117,1624.1,-2.47e-10,-2.24545454545e-09
246.0,246.808,1629.6,-2.49e-10,-2.26363636364e-09
247.0,247.906,1638.4,-2.58e-10,-2.34545454545e-09
248.0,249.001,1647.0,-2.67e-10,-2.42727272727e-09
249.0,249.592,1651.6,-2.73e-10,-2.48181818182e-09
250.0,250.577,1659.2,-2.86e-10,-2.6e-09
251.0,251.73,1667.9,-3.02e-10,-2.74545454545e-09
252.0,252.854,1676.5,-3.2e-10,-2.90909090909e-09
253.0,253.99,1685.2,-3.42e-10,-3.10909090909e-09
254.0,254.974,1692.8,-3.62e-10,-3.29090909091e-09
255.0,256.107,1701.5,-3.87e-10,-3.51818181818e-09
256.0,256.707,1706.0,-4.02e-10,-3.65454545455e-09
257.0,257.703,1713.7,-4.25e-10,-3.86363636364e-09
258.0,258.287,1718.1,-4.4e-10,-4e-09
259.0,259.594,1727.9,-4.75e-10,-4.31818181818e-09
260.0,261.295,1740.8,-5.25e-10,-4.77272727273e-09
261.0,261.625,1743.2,-5.35e-10,-4.86363636364e-09
262.0,262.906,1752.8,-5.74e-10,-5.21818181818e-09
263.0,263.908,1760.5,-6.09e-10,-5.53636363636e-09
264.0,265.169,1770.1,-6.51e-10,-5.91818181818e-09
265.0,266.19,1777.8,-6.87e-10,-6.24545454545e-09
266.0,266.784,1782.3,-7.1e-10,-6.45454545455e-09
267.0,267.233,1785.8,-7.25e-10,-6.59090909091e-09
268.0,268.53,1795.5,-7.75e-10,-7.04545454545e-09
269.0,270.212,1808.4,-8.41e-10,-7.64545454545e-09
270.0,271.22,1816.0,-8.82e-10,-8.01818181818e-09
271.0,271.715,1819.5,-8.97e-10,-8.15454545455e-09
272.0,272.815,1827.1,-9.45e-10,-8.59090909091e-09
273.0,273.659,1832.7,-9.8e-10,-8.90909090909e-09
274.0,274.849,1840.3,-1.035e-09,-9.40909090909e-09
275.0,276.205,1849.0,-1.094e-09,-9.94545454545e-09
276.0,276.429,1850.4,-1.103e-09,-1.00272727273e-08
277.0,277.256,1855.9,-1.142e-09,-1.03818181818e-08
278.0,279.132,1868.8,-1.235e-09,-1.12272727273e-08
279.0,280.335,1877.4,-1.293e-09,-1.17545454545e-08
280.0,281.531,1886.1,-1.354e-09,-1.23090909091e-08
281.0,281.992,1889.6,-1.376e-09,-1.25090909091e-08
282.0,283.126,1898.3,-1.435e-09,-1.30454545455e-08
283.0,284.241,1906.9,-1.488e-09,-1.35272727273e-08
284.0,285.487,1916.7,-1.551e-09,-1.41e-08
285.0,285.932,1920.1,-1.57e-09,-1.42727272727e-08
286.0,286.647,1925.7,-1.606e-09,-1.46e-08
287.0,288.165,1937.5,-1.679e-09,-1.52636363636e-08
288.0,289.284,1946.2,-1.736e-09,-1.57818181818e-08
289.0,290.259,1953.8,-1.782e-09,-1.62e-08
290.0,291.384,1962.5,-1.835e-09,-1.66818181818e-08
291.0,291.982,1967.0,-1.864e-09,-1.69454545455e-08
292.0,293.116,1975.7,-1.919e-09,-1.74454545455e-08
293.0,294.265,1984.3,-1.976e-09,-1.79636363636e-08
294.0,294.873,1988.9,-2e-09,-1.81818181818e-08
295.0,296.548,2001.8,-2.09e-09,-1.9e-08
296.0,297.009,2005.2,-2.11e-09,-1.91818181818e-08
297.0,298.133,2013.8,-2.17e-09,-1.97272727273e-08
298.0,299.273,2022.6,-2.23e-09,-2.02727272727e-08
299.0,300.43,2031.2,-2.29e-09,-2.08181818182e-08
300.0,301.597,2039.9,-2.34e-09,-2.12727272727e-08
301.0,302.213,2044.4,-2.37e-09,-2.15454545455e-08
302.0,303.26,2052.1,-2.43e-09,-2.20909090909e-08
303.0,303.861,2056.6,-2.46e-09,-2.23636363636e-08
304.0,305.315,2067.3,-2.54e-09,-2.30909090909e-08
305.0,306.764,2078.1,-2.6e-09,-2.36363636364e-08
306.0,307.239,2081.6,-2.64e-09,-2.4e-08
307.0,308.224,2089.2,-2.69e-09,-2.44545454545e-08
308.0,309.5,2098.9,-2.75e-09,-2.5e-08
309.0,310.498,2106.5,-2.8e-09,-2.54545454545e-08
310.0,311.795,2116.2,-2.87e-09,-2.60909090909e-08
311.0,312.257,2119.7,-2.89e-09,-2.62727272727e-08
312.0,312.854,2124.2,-2.92e-09,-2.65454545455e-08
313.0,314.574,2137.0,-3e-09,-2.72727272727e-08
314.0,315.592,2144.7,-3.06e-09,-2.78181818182e-08
315.0,316.887,2154.4,-3.13e-09,-2.84545454545e-08
316.0,317.216,2156.8,-3.14e-09,-2.85454545455e-08
317.0,318.511,2166.5,-3.2e-09,-2.90909090909e-08
318.0,319.673,2175.2,-3.26e-09,-2.96363636364e-08
319.0,320.714,2182.8,-3.31e-09,-3.00909090909e-08
320.0,321.318,2187.4,-3.34e-09,-3.03636363636e-08
321.0,321.912,2191.9,-3.37e-09,-3.06363636364e-08
322.0,323.449,2202.6,-3.45e-09,-3.13636363636e-08
323.0,324.438,2209.2,-3.5e-09,-3.18181818182e-08
324.0,325.483,2215.8,-3.55e-09,-3.22727272727e-08
325.0,326.703,2223.4,-3.62e-09,-3.29090909091e-08
326.0,327.253,2226.9,-3.65e-09,-3.31818181818e-08
327.0,328.283,2233.5,-3.7e-09,-3.36363636364e-08
328.0,329.714,2243.2,-3.78e-09,-3.43636363636e-08
329.0,330.211,2246.7,-3.81e-09,-3.46363636364e-08
330.0,331.562,2256.4,-3.87e-09,-3.51818181818e-08
331.0,332.595,2264.1,-3.92e-09,-3.56363636364e-08
332.0,333.845,2273.8,-3.97e-09,-3.60909090909e-08
333.0,335.087,2283.5,-4.02e-09,-3.65454545455e-08
334.0,336.06,2291.1,-4.04e-09,-3.67272727273e-08
335.0,337.207,2299.9,-4.08e-09,-3.70909090909e-08
336.0,337.667,2303.3,-4.09e-09,-3.71818181818e-08
337.0,338.821,2312.0,-4.13e-09,-3.75454545455e-08
338.0,339.411,2316.5,-4.15e-09,-3.77272727273e-08
339.0,340.416,2324.1,-4.17e-09,-3.79090909091e-08
340.0,342.367,2339.1,-4.22e-09,-3.83636363636e-08
341.0,342.689,2341.5,-4.23e-09,-3.84545454545e-08
342.0,343.816,2350.1,-4.25e-09,-3.86363636364e-08
343.0,345.077,2359.9,-4.28e-09,-3.89090909091e-08
344.0,346.232,2368.5,-4.31e-09,-3.91818181818e-08
345.0,347.221,2376.2,-4.33e-09,-3.93636363636e-08
346.0,347.807,2380.7,-4.32e-09,-3.92727272727e-08
347.0,348.255,2384.1,-4.33e-09,-3.93636363636e-08
348.0,349.496,2393.9,-4.35e-09,-3.95454545455e-08
349.0,351.134,2406.7,-4.37e-09,-3.97272727273e-08
350.0,352.494,2417.5,-4.38e-09,-3.98181818182e-08
351.0,352.798,2419.9,-4.39e-09,-3.99090909091e-08
352.0,354.047,2429.6,-4.39e-09,-3.99090909091e-08
353.0,354.967,2436.2,-4.41e-09,-4.00909090909e-08
354.0,355.933,2442.8,-4.42e-09,-4.01818181818e-08
355.0,357.133,2450.4,-4.43e-09,-4.02727272727e-08
356.0,357.353,2451.8,-4.44e-09,-4.03636363636e-08
357.0,358.208,2457.3,-4.45e-09,-4.04545454545e-08
358.0,359.891,2468.1,-4.48e-09,-4.07272727273e-08
359.0,361.165,2476.7,-4.47e-09,-4.06363636364e-08
360.0,362.382,2485.5,-4.5e-09,-4.09090909091e-08
361.0,363.148,2491.0,-4.49e-09,-4.08181818182e-08
362.0,364.179,2498.7,-4.47e-09,-4.06363636364e-08
363.0,365.362,2507.3,-4.45e-09,-4.04545454545e-08
364.0,366.409,2515.0,-4.44e-09,-4.03636363636e-08
365.0,367.023,2519.5,-4.42e-09,-4.01818181818e-08
366.0,367.635,2524.0,-4.42e-09,-4.01818181818e-08
367.0,369.212,2535.8,-4.41e-09,-4.00909090909e-08
368.0,370.487,2545.6,-4.39e-09,-3.99090909091e-08
369.0,371.605,2554.2,-4.33e-09,-3.93636363636e-08
370.0,372.853,2563.9,-4.28e-09,-3.89090909091e-08
371.0,373.445,2568.4,-4.26e-09,-3.87272727273e-08
372.0,374.452,2576.1,-4.2e-09,-3.81818181818e-08
373.0,375.574,2584.7,-4.16e-09,-3.78181818182e-08
374.0,376.175,2589.3,-4.12e-09,-3.74545454545e-08
375.0,377.846,2602.1,-4.03e-09,-3.66363636364e-08
376.0,378.295,2605.6,-3.99e-09,-3.62727272727e-08
377.0,379.429,2614.2,-3.92e-09,-3.56363636364e-08
378.0,380.571,2622.9,-3.86e-09,-3.50909090909e-08
379.0,381.717,2631.5,-3.73e-09,-3.39090909091e-08
380.0,382.855,2640.2,-3.68e-09,-3.34545454545e-08
381.0,383.303,2643.7,-3.65e-09,-3.31818181818e-08
382.0,384.434,2652.4,-3.57e-09,-3.24545454545e-08
383.0,385.144,2657.9,-3.47e-09,-3.15454545455e-08
384.0,386.812,2670.8,-3.3e-09,-3e-08
385.0,387.955,2679.5,-3.2e-09,-2.90909090909e-08
386.0,388.28,2681.9,-3.14e-09,-2.85454545455e-08
387.0,389.396,2690.5,-3e-09,-2.72727272727e-08
388.0,390.659,2700.3,-2.82e-09,-2.56363636364e-08
389.0,391.774,2708.9,-2.69e-09,-2.44545454545e-08
390.0,392.746,2716.6,-2.56e-09,-2.32727272727e-08
391.0,393.355,2721.1,-2.42e-09,-2.2e-08
392.0,393.837,2724.5,-2.4e-09,-2.18181818182e-08
393.0,395.42,2735.3,-2.21e-09,-2.00909090909e-08
394.0,396.432,2742.0,-1.99e-09,-1.80909090909e-08
395.0,397.631,2749.6,-1.83e-09,-1.66363636364e-08
396.0,398.172,2753.0,-1.75e-09,-1.59090909091e-08
397.0,399.345,2760.7,-1.52e-09,-1.38181818182e-08
398.0,400.629,2769.3,-1.36e-09,-1.23636363636e-08
399.0,402.022,2779.1,-1.04e-09,-9.45454545455e-09
400.0,402.52,2782.5,-9.28e-10,-8.43636363636e-09
