set_temp,temp,time,I,J
139.0,141.089,831.9,-2.5e-09,-2.27272727273e-08
140.0,142.206,840.5,-2.61e-09,-2.37272727273e-08
141.0,142.772,845.0,-2.67e-09,-2.42727272727e-08
142.0,143.889,853.7,-2.78e-09,-2.52727272727e-08
143.0,144.46,858.2,-2.85e-09,-2.59090909091e-08
144.0,146.131,871.1,-3.03e-09,-2.75454545455e-08
145.0,147.387,880.8,-3.18e-09,-2.89090909091e-08
146.0,147.708,883.2,-3.22e-09,-2.92727272727e-08
147.0,148.837,891.8,-3.36e-09,-3.05454545455e-08
148.0,149.841,899.5,-3.49e-09,-3.17272727273e-08
149.0,150.961,908.1,-3.65e-09,-3.31818181818e-08
150.0,151.885,914.8,-3.78e-09,-3.43636363636e-08
151.0,152.382,918.2,-3.85e-09,-3.5e-08
152.0,152.893,921.7,-3.92e-09,-3.56363636364e-08
153.0,154.379,931.4,-4.16e-09,-3.78181818182e-08
154.0,155.553,939.0,-4.35e-09,-3.95454545455e-08
155.0,156.725,946.7,-4.55e-09,-4.13636363636e-08
156.0,157.385,951.1,-4.66e-09,-4.23636363636e-08
157.0,158.477,958.8,-4.87e-09,-4.42727272727e-08
158.0,159.77,968.5,-5.12e-09,-4.65454545455e-08
159.0,160.907,977.2,-5.35e-09,-4.86363636364e-08
160.0,161.483,981.7,-5.46e-09,-4.96363636364e-08
161.0,162.19,987.2,-5.61e-09,-5.1e-08
162.0,163.705,999.0,-5.92e-09,-5.38181818182e-08
163.0,164.817,1007.7,-6.15e-09,-5.59090909091e-08
164.0,165.902,1016.3,-6.38e-09,-5.8e-08
165.0,166.984,1025.0,-6.62e-09,-6.01818181818e-08
166.0,167.557,1029.5,-6.74e-09,-6.12727272727e-08
167.0,168.65,1038.2,-6.98e-09,-6.34545454545e-08
168.0,169.759,1046.9,-7.22e-09,-6.56363636364e-08
169.0,170.212,1050.4,-7.33e-09,-6.66363636364e-08
170.0,171.454,1060.0,-7.6e-09,-6.90909090909e-08
171.0,172.458,1067.7,-7.83e-09,-7.11818181818e-08
172.0,173.557,1076.3,-8.09e-09,-7.35454545455e-08
173.0,174.815,1086.1,-8.37e-09,-7.60909090909e-08
174.0,175.791,1093.7,-8.59e-09,-7.80909090909e-08
175.0,176.915,1102.4,-8.85e-09,-8.04545454545e-08
176.0,177.505,1106.9,-8.98e-09,-8.16363636364e-08
177.0,178.37,1113.5,-9.17e-09,-8.33636363636e-08
178.0,179.096,1119.0,-9.33e-09,-8.48181818182e-08
179.0,180.084,1126.7,-9.55e-09,-8.68181818182e-08
180.0,181.991,1141.6,-9.94e-09,-9.03636363636e-08
181.0,182.302,1144.0,-1e-08,-9.09090909091e-08
182.0,183.532,1153.7,-1.023e-08,-9.3e-08
183.0,184.505,1161.4,-1.039e-08,-9.44545454545e-08
184.0,185.589,1170.0,-1.055e-08,-9.59090909091e-08
185.0,186.808,1179.7,-1.07e-08,-9.72727272727e-08
186.0,187.243,1183.2,-1.075e-08,-9.77272727273e-08
187.0,187.813,1187.7,-1.08e-08,-9.81818181818e-08
188.0,188.914,1196.3,-1.088e-08,-9.89090909091e-08
189.0,190.237,1206.1,-1.095e-08,-9.95454545455e-08
190.0,191.185,1212.7,-1.098e-08,-9.98181818182e-08
191.0,191.713,1216.1,-1.1e-08,-1e-07
192.0,192.745,1222.8,-1.101e-08,-1.00090909091e-07
193.0,193.769,1229.3,-1.099e-08,-9.99090909091e-08
194.0,195.106,1238.0,-1.088e-08,-9.89090909091e-08
195.0,196.379,1246.7,-1.066e-08,-9.69090909091e-08
196.0,196.577,1248.1,-1.061e-08,-9.64545454545e-08
197.0,197.512,1254.7,-1.031e-08,-9.37272727273e-08
198.0,199.485,1269.7,-9.33e-09,-8.48181818182e-08
199.0,200.679,1279.4,-8.52e-09,-7.74545454545e-08
200.0,201.747,1288.1,-7.69e-09,-6.99090909091e-08
201.0,202.176,1291.6,-7.37e-09,-6.7e-08
202.0,203.258,1300.3,-6.56e-09,-5.96363636364e-08
203.0,204.35,1308.9,-5.8e-09,-5.27272727273e-08
204.0,205.479,1317.6,-5.12e-09,-4.65454545455e-08
205.0,205.933,1321.1,-4.88e-09,-4.43636363636e-08
206.0,206.532,1325.6,-4.58e-09,-4.16363636364e-08
207.0,207.969,1336.4,-3.96e-09,-3.6e-08
208.0,209.115,1345.1,-3.54e-09,-3.21818181818e-08
209.0,210.339,1354.7,-3.15e-09,-2.86363636364e-08
210.0,211.546,1364.5,-2.82e-09,-2.56363636364e-08
211.0,212.113,1369.0,-2.69e-09,-2.44545454545e-08
212.0,213.184,1377.7,-2.46e-09,-2.23636363636e-08
213.0,214.137,1385.3,-2.28e-09,-2.07272727273e-08
214.0,214.847,1390.9,-2.16e-09,-1.96363636364e-08
215.0,216.597,1404.8,-1.91e-09,-1.73636363636e-08
216.0,216.789,1406.2,-1.89e-09,-1.71818181818e-08
217.0,218.018,1415.9,-1.74e-09,-1.58181818182e-08
218.0,219.14,1424.6,-1.63e-09,-1.48181818182e-08
219.0,220.127,1432.2,-1.53e-09,-1.39090909091e-08
220.0,221.16,1439.9,-1.442e-09,-1.31090909091e-08
221.0,221.65,1443.3,-1.408e-09,-1.28e-08
222.0,222.622,1449.9,-1.342e-09,-1.22e-08
223.0,223.148,1453.4,-1.31e-09,-1.19090909091e-08
224.0,224.796,1464.1,-1.214e-09,-1.10363636364e-08
225.0,225.802,1470.8,-1.153e-09,-1.04818181818e-08
226.0,226.471,1475.2,-1.114e-09,-1.01272727273e-08
227.0,227.712,1483.9,-1.033e-09,-9.39090909091e-09
228.0,229.017,1493.6,-9.42e-10,-8.56363636364e-09
229.0,230.308,1503.4,-8.5e-10,-7.72727272727e-09
230.0,231.433,1512.1,-7.7e-10,-7e-09
231.0,231.895,1515.5,-7.42e-10,-6.74545454545e-09
232.0,232.344,1519.0,-7.1e-10,-6.45454545455e-09
233.0,234.167,1532.9,-6.01e-10,-5.46363636364e-09
234.0,235.149,1540.5,-5.49e-10,-4.99090909091e-09
235.0,236.141,1548.2,-5.03e-10,-4.57272727273e-09
236.0,236.996,1554.7,-4.69e-10,-4.26363636364e-09
237.0,237.975,1562.4,-4.33e-10,-3.93636363636e-09
238.0,239.099,1571.1,-4.02e-10,-3.65454545455e-09
239.0,240.236,1579.8,-3.77e-10,-3.42727272727e-09
240.0,240.694,1583.2,-3.7e-10,-3.36363636364e-09
241.0,241.413,1588.8,-3.57e-10,-3.24545454545e-09
242.0,242.946,1600.6,-3.42e-10,-3.10909090909e-09
243.0,244.082,1609.3,-3.36e-10,-3.05454545455e-09
244.0,245.09,1616.8,-3.31e-10,-3.00909090909e-09
245.0,246.242,1625.5,-3.33e-10,-3.02727272727e-09
246.0,246.84,1630.0,-3.36e-10,-3.05454545455e-09
247.0,247.862,1637.7,-3.43e-10,-3.11818181818e-09
248.0,248.996,1646.3,-3.53e-10,-3.20909090909e-09
249.0,249.445,1649.9,-3.57e-10,-3.24545454545e-09
250.0,250.682,1659.5,-3.75e-10,-3.40909090909e-09
251.0,251.782,1668.2,-3.92e-10,-3.56363636364e-09
252.0,252.862,1676.8,-4.12e-10,-3.74545454545e-09
253.0,253.946,1685.5,-4.37e-10,-3.97272727273e-09
254.0,255.043,1694.2,-4.62e-10,-4.2e-09
255.0,256.144,1702.9,-4.98e-10,-4.52727272727e-09
256.0,256.717,1707.4,-5.13e-10,-4.66363636364e-09
257.0,257.818,1716.1,-5.47e-10,-4.97272727273e-09
258.0,258.385,1720.6,-5.64e-10,-5.12727272727e-09
259.0,259.369,1728.3,-5.97e-10,-5.42727272727e-09
260.0,261.452,1744.2,-6.71e-10,-6.1e-09
261.0,261.755,1746.6,-6.83e-10,-6.20909090909e-09
262.0,262.787,1754.2,-7.21e-10,-6.55454545455e-09
263.0,263.754,1760.9,-7.62e-10,-6.92727272727e-09
264.0,264.737,1767.4,-8.04e-10,-7.30909090909e-09
265.0,266.102,1776.1,-8.59e-10,-7.80909090909e-09
266.0,266.471,1778.5,-8.82e-10,-8.01818181818e-09
267.0,267.016,1782.0,-9.05e-10,-8.22727272727e-09
268.0,268.205,1789.6,-9.63e-10,-8.75454545455e-09
269.0,269.985,1801.4,-1.053e-09,-9.57272727273e-09
270.0,271.217,1810.1,-1.121e-09,-1.01909090909e-08
271.0,271.966,1815.6,-1.165e-09,-1.05909090909e-08
272.0,273.106,1824.3,-1.231e-09,-1.11909090909e-08
273.0,274.198,1832.9,-1.293e-09,-1.17545454545e-08
274.0,275.286,1841.6,-1.359e-09,-1.23545454545e-08
275.0,276.517,1851.4,-1.435e-09,-1.30454545455e-08
276.0,276.705,1852.8,-1.442e-09,-1.31090909091e-08
277.0,277.546,1859.3,-1.495e-09,-1.35909090909e-08
278.0,279.208,1872.2,-1.595e-09,-1.45e-08
279.0,280.335,1880.8,-1.661e-09,-1.51e-08
280.0,281.461,1889.5,-1.734e-09,-1.57636363636e-08
281.0,281.921,1893.0,-1.761e-09,-1.60090909091e-08
282.0,282.926,1900.7,-1.825e-09,-1.65909090909e-08
283.0,284.175,1910.3,-1.906e-09,-1.73272727273e-08
284.0,285.292,1919.1,-1.974e-09,-1.79454545455e-08
285.0,285.879,1923.6,-2.02e-09,-1.83636363636e-08
286.0,286.467,1928.1,-2.05e-09,-1.86363636364e-08
287.0,288.146,1940.9,-2.16e-09,-1.96363636364e-08
288.0,289.148,1948.5,-2.23e-09,-2.02727272727e-08
289.0,290.147,1956.1,-2.3e-09,-2.09090909091e-08
290.0,291.27,1964.8,-2.37e-09,-2.15454545455e-08
291.0,291.953,1970.4,-2.42e-09,-2.2e-08
292.0,293.184,1980.1,-2.5e-09,-2.27272727273e-08
293.0,294.292,1988.7,-2.57e-09,-2.33636363636e-08
294.0,294.758,1992.3,-2.6e-09,-2.36363636364e-08
295.0,296.599,2006.2,-2.72e-09,-2.47272727273e-08
296.0,297.058,2009.6,-2.75e-09,-2.5e-08
297.0,298.096,2017.2,-2.83e-09,-2.57272727273e-08
298.0,299.072,2023.9,-2.9e-09,-2.63636363636e-08
299.0,300.217,2031.4,-2.97e-09,-2.7e-08
300.0,301.401,2039.1,-3.06e-09,-2.78181818182e-08
301.0,301.776,2041.5,-3.09e-09,-2.80909090909e-08
302.0,302.979,2049.1,-3.18e-09,-2.89090909091e-08
303.0,303.52,2052.6,-3.23e-09,-2.93636363636e-08
304.0,305.315,2064.3,-3.37e-09,-3.06363636364e-08
305.0,306.551,2073.0,-3.47e-09,-3.15454545455e-08
306.0,307.285,2078.6,-3.53e-09,-3.20909090909e-08
307.0,308.551,2088.3,-3.62e-09,-3.29090909091e-08
308.0,309.779,2098.0,-3.71e-09,-3.37272727273e-08
309.0,310.769,2105.6,-3.78e-09,-3.43636363636e-08
310.0,311.904,2114.4,-3.87e-09,-3.51818181818e-08
311.0,312.378,2117.8,-3.9e-09,-3.54545454545e-08
312.0,312.97,2122.3,-3.94e-09,-3.58181818182e-08
313.0,314.555,2134.1,-4.07e-09,-3.7e-08
314.0,315.701,2142.8,-4.14e-09,-3.76363636364e-08
315.0,316.718,2150.5,-4.21e-09,-3.82727272727e-08
316.0,317.163,2153.9,-4.24e-09,-3.85454545455e-08
317.0,318.557,2164.7,-4.34e-09,-3.94545454545e-08
318.0,319.663,2173.3,-4.42e-09,-4.01818181818e-08
319.0,320.629,2181.0,-4.48e-09,-4.07272727273e-08
320.0,321.332,2186.5,-4.53e-09,-4.11818181818e-08
321.0,322.039,2192.2,-4.57e-09,-4.15454545455e-08
322.0,323.406,2202.8,-4.66e-09,-4.23636363636e-08
323.0,324.407,2210.5,-4.72e-09,-4.29090909091e-08
324.0,325.7,2220.2,-4.8e-09,-4.36363636364e-08
325.0,326.701,2227.9,-4.86e-09,-4.41818181818e-08
326.0,327.424,2233.4,-4.92e-09,-4.47272727273e-08
327.0,328.434,2241.1,-4.98e-09,-4.52727272727e-08
328.0,329.717,2250.8,-5.05e-09,-4.59090909091e-08
329.0,330.187,2254.4,-5.08e-09,-4.61818181818e-08
330.0,331.348,2263.0,-5.15e-09,-4.68181818182e-08
331.0,332.393,2270.7,-5.2e-09,-4.72727272727e-08
332.0,333.431,2278.3,-5.27e-09,-4.79090909091e-08
333.0,334.613,2287.0,-5.34e-09,-4.85454545455e-08
334.0,335.8,2295.6,-5.41e-09,-4.91818181818e-08
335.0,336.757,2302.3,-5.47e-09,-4.97272727273e-08
336.0,337.282,2305.7,-5.5e-09,-5e-08
337.0,338.319,2312.3,-5.56e-09,-5.05454545455e-08
338.0,338.877,2315.8,-5.6e-09,-5.09090909091e-08
339.0,340.093,2323.4,-5.68e-09,-5.16363636364e-08
340.0,341.774,2334.2,-5.79e-09,-5.26363636364e-08
341.0,342.451,2338.7,-5.83e-09,-5.3e-08
342.0,343.564,2346.4,-5.9e-09,-5.36363636364e-08
343.0,344.76,2355.0,-5.95e-09,-5.40909090909e-08
344.0,346.206,2365.8,-6.02e-09,-5.47272727273e-08
345.0,347.339,2374.5,-6.07e-09,-5.51818181818e-08
346.0,347.658,2376.9,-6.07e-09,-5.51818181818e-08
347.0,348.246,2381.4,-6.1e-09,-5.54545454545e-08
348.0,349.364,2390.2,-6.12e-09,-5.56363636364e-08
349.0,351.012,2402.9,-6.16e-09,-5.6e-08
350.0,352.391,2413.7,-6.18e-09,-5.61818181818e-08
351.0,352.839,2417.2,-6.2e-09,-5.63636363636e-08
352.0,354.098,2426.9,-6.21e-09,-5.64545454545e-08
353.0,355.221,2435.5,-6.25e-09,-5.68181818182e-08
354.0,356.223,2443.2,-6.27e-09,-5.7e-08
355.0,357.5,2453.0,-6.27e-09,-5.7e-08
356.0,357.691,2454.3,-6.27e-09,-5.7e-08
357.0,358.541,2460.9,-6.28e-09,-5.70909090909e-08
358.0,360.092,2472.7,-6.3e-09,-5.72727272727e-08
359.0,361.339,2482.4,-6.29e-09,-5.71818181818e-08
360.0,362.473,2491.1,-6.27e-09,-5.7e-08
361.0,363.05,2495.6,-6.27e-09,-5.7e-08
362.0,364.172,2504.3,-6.26e-09,-5.69090909091e-08
363.0,365.31,2512.9,-6.26e-09,-5.69090909091e-08
364.0,366.328,2520.6,-6.26e-09,-5.69090909091e-08
365.0,366.933,2525.1,-6.23e-09,-5.66363636364e-08
366.0,367.556,2529.7,-6.25e-09,-5.68181818182e-08
367.0,369.148,2541.4,-6.2e-09,-5.63636363636e-08
368.0,370.294,2550.1,-6.2e-09,-5.63636363636e-08
369.0,371.7,2560.9,-6.15e-09,-5.59090909091e-08
370.0,372.725,2568.5,-6.13e-09,-5.57272727273e-08
371.0,373.2,2572.0,-6.12e-09,-5.56363636364e-08
372.0,374.178,2578.6,-6.08e-09,-5.52727272727e-08
373.0,375.347,2586.2,-6.07e-09,-5.51818181818e-08
374.0,375.75,2588.6,-6.08e-09,-5.52727272727e-08
375.0,377.474,2599.4,-6.01e-09,-5.46363636364e-08
376.0,377.854,2601.8,-6.01e-09,-5.46363636364e-08
377.0,379.217,2610.5,-5.97e-09,-5.42727272727e-08
378.0,380.638,2620.2,-5.9e-09,-5.36363636364e-08
379.0,381.717,2627.9,-5.85e-09,-5.31818181818e-08
380.0,383.058,2637.6,-5.72e-09,-5.2e-08
381.0,383.672,2642.1,-5.64e-09,-5.12727272727e-08
382.0,384.694,2649.7,-5.58e-09,-5.07272727273e-08
383.0,385.151,2653.2,-5.53e-09,-5.02727272727e-08
384.0,386.979,2667.0,-5.33e-09,-4.84545454545e-08
385.0,387.99,2674.7,-5.21e-09,-4.73636363636e-08
386.0,388.449,2678.2,-5.11e-09,-4.64545454545e-08
387.0,389.734,2687.9,-4.95e-09,-4.5e-08
388.0,390.856,2696.5,-4.76e-09,-4.32727272727e-08
389.0,391.981,2705.3,-4.6e-09,-4.18181818182e-08
390.0,393.253,2715.0,-4.37e-09,-3.97272727273e-08
391.0,393.576,2717.4,-4.32e-09,-3.92727272727e-08
392.0,394.286,2722.9,-4.21e-09,-3.82727272727e-08
393.0,395.679,2733.7,-3.95e-09,-3.59090909091e-08
394.0,396.923,2743.4,-3.66e-09,-3.32727272727e-08
395.0,398.127,2753.1,-3.38e-09,-3.07272727273e-08
396.0,398.68,2757.6,-3.22e-09,-2.92727272727e-08
397.0,399.744,2766.3,-3.01e-09,-2.73636363636e-08
398.0,400.691,2773.9,-2.69e-09,-2.44545454545e-08
399.0,401.932,2783.7,-2.4e-09,-2.18181818182e-08
400.0,402.387,2787.1,-2.26e-09,-2.05454545455e-08
