set_temp,temp,time,I,J
185.0,186.682,1175.0,-4.12e-09,-3.74545454545e-08
186.0,187.25,1179.5,-4.01e-09,-3.64545454545e-08
187.0,187.695,1182.9,-3.92e-09,-3.56363636364e-08
188.0,188.944,1192.7,-3.66e-09,-3.32727272727e-08
189.0,190.452,1204.5,-3.33e-09,-3.02727272727e-08
190.0,191.79,1215.3,-3.03e-09,-2.75454545455e-08
191.0,192.103,1217.7,-2.96e-09,-2.69090909091e-08
192.0,193.167,1226.3,-2.73e-09,-2.48181818182e-08
193.0,194.137,1233.9,-2.54e-09,-2.30909090909e-08
194.0,195.484,1244.7,-2.29e-09,-2.08181818182e-08
195.0,196.592,1253.4,-2.11e-09,-1.91818181818e-08
196.0,196.769,1254.7,-2.09e-09,-1.9e-08
197.0,197.613,1261.4,-1.96e-09,-1.78181818182e-08
198.0,199.261,1274.1,-1.74e-09,-1.58181818182e-08
199.0,200.24,1281.8,-1.63e-09,-1.48181818182e-08
200.0,201.473,1291.5,-1.5e-09,-1.36363636364e-08
201.0,202.052,1296.0,-1.434e-09,-1.30363636364e-08
202.0,203.026,1303.6,-1.343e-09,-1.22090909091e-08
203.0,203.931,1310.3,-1.271e-09,-1.15545454545e-08
204.0,204.875,1316.8,-1.206e-09,-1.09636363636e-08
205.0,205.398,1320.3,-1.174e-09,-1.06727272727e-08
206.0,205.926,1323.7,-1.142e-09,-1.03818181818e-08
207.0,207.74,1335.5,-1.046e-09,-9.50909090909e-09
208.0,208.742,1342.1,-9.92e-10,-9.01818181818e-09
209.0,210.241,1352.8,-9.09e-10,-8.26363636364e-09
210.0,211.534,1362.5,-8.34e-10,-7.58181818182e-09
211.0,211.985,1366.0,-8.08e-10,-7.34545454545e-09
212.0,213.128,1374.7,-7.46e-10,-6.78181818182e-09
213.0,214.115,1382.3,-6.95e-10,-6.31818181818e-09
214.0,214.701,1386.8,-6.65e-10,-6.04545454545e-09
215.0,216.39,1399.6,-5.88e-10,-5.34545454545e-09
216.0,216.848,1403.2,-5.68e-10,-5.16363636364e-09
217.0,217.976,1411.8,-5.21e-10,-4.73636363636e-09
218.0,219.098,1420.4,-4.77e-10,-4.33636363636e-09
219.0,220.188,1429.1,-4.37e-10,-3.97272727273e-09
220.0,221.288,1437.8,-4.01e-10,-3.64545454545e-09
221.0,221.992,1443.3,-3.8e-10,-3.45454545455e-09
222.0,222.845,1450.0,-3.55e-10,-3.22727272727e-09
223.0,223.551,1455.5,-3.38e-10,-3.07272727273e-09
224.0,225.106,1467.3,-3.02e-10,-2.74545454545e-09
225.0,226.377,1477.0,-2.77e-10,-2.51818181818e-09
226.0,226.822,1480.5,-2.67e-10,-2.42727272727e-09
227.0,227.936,1489.1,-2.49e-10,-2.26363636364e-09
228.0,228.926,1496.8,-2.32e-10,-2.10909090909e-09
229.0,230.045,1505.4,-2.16e-10,-1.96363636364e-09
230.0,231.293,1515.2,-2.02e-10,-1.83636363636e-09
231.0,231.888,1519.6,-1.95e-10,-1.77272727273e-09
232.0,232.204,1522.0,-1.91e-10,-1.73636363636e-09
233.0,233.89,1534.9,-1.75e-10,-1.59090909091e-09
234.0,235.297,1545.7,-1.64e-10,-1.49090909091e-09
235.0,236.407,1554.4,-1.56e-10,-1.41818181818e-09
236.0,236.726,1556.8,-1.54e-10,-1.4e-09
237.0,237.83,1565.4,-1.5e-10,-1.36363636364e-09
238.0,238.945,1574.1,-1.465e-10,-1.33181818182e-09
239.0,240.052,1582.7,-1.445e-10,-1.31363636364e-09
240.0,240.631,1587.3,-1.456e-10,-1.32363636364e-09
241.0,241.197,1591.8,-1.439e-10,-1.30818181818e-09
242.0,242.826,1604.6,-1.435e-10,-1.30454545455e-09
243.0,243.952,1613.3,-1.449e-10,-1.31727272727e-09
244.0,244.741,1618.9,-1.475e-10,-1.34090909091e-09
245.0,245.869,1626.5,-1.527e-10,-1.38818181818e-09
246.0,246.242,1628.9,-1.555e-10,-1.41363636364e-09
247.0,247.455,1636.5,-1.627e-10,-1.47909090909e-09
248.0,248.489,1643.1,-1.709e-10,-1.55363636364e-09
249.0,249.192,1647.6,-1.75e-10,-1.59090909091e-09
250.0,250.356,1655.2,-1.896e-10,-1.72363636364e-09
251.0,251.644,1663.9,-2.05e-10,-1.86363636364e-09
252.0,252.859,1672.6,-2.2e-10,-2e-09
253.0,253.919,1680.2,-2.34e-10,-2.12727272727e-09
254.0,255.182,1689.9,-2.54e-10,-2.30909090909e-09
255.0,256.284,1698.6,-2.71e-10,-2.46363636364e-09
256.0,256.842,1703.1,-2.82e-10,-2.56363636364e-09
257.0,258.062,1712.8,-3.03e-10,-2.75454545455e-09
258.0,258.49,1716.3,-3.09e-10,-2.80909090909e-09
259.0,259.608,1725.0,-3.35e-10,-3.04545454545e-09
260.0,261.41,1738.9,-3.75e-10,-3.40909090909e-09
261.0,261.601,1740.2,-3.78e-10,-3.43636363636e-09
262.0,262.982,1750.9,-4.12e-10,-3.74545454545e-09
263.0,264.111,1759.6,-4.38e-10,-3.98181818182e-09
264.0,265.091,1767.2,-4.59e-10,-4.17272727273e-09
265.0,266.356,1777.0,-4.92e-10,-4.47272727273e-09
266.0,266.811,1780.4,-5.05e-10,-4.59090909091e-09
267.0,267.258,1783.9,-5.16e-10,-4.69090909091e-09
268.0,268.542,1793.7,-5.52e-10,-5.01818181818e-09
269.0,270.226,1806.5,-5.99e-10,-5.44545454545e-09
270.0,271.351,1815.1,-6.32e-10,-5.74545454545e-09
271.0,271.808,1818.7,-6.43e-10,-5.84545454545e-09
272.0,273.035,1828.3,-6.8e-10,-6.18181818182e-09
273.0,274.154,1837.0,-7.15e-10,-6.5e-09
274.0,275.274,1845.6,-7.51e-10,-6.82727272727e-09
275.0,276.278,1853.3,-7.82e-10,-7.10909090909e-09
276.0,276.456,1854.7,-7.85e-10,-7.13636363636e-09
277.0,277.468,1862.3,-8.15e-10,-7.40909090909e-09
278.0,279.01,1874.0,-8.67e-10,-7.88181818182e-09
279.0,280.267,1883.8,-9.08e-10,-8.25454545455e-09
280.0,281.271,1891.4,-9.39e-10,-8.53636363636e-09
281.0,281.748,1894.9,-9.54e-10,-8.67272727273e-09
282.0,282.681,1901.5,-9.88e-10,-8.98181818182e-09
283.0,283.827,1909.1,-1.025e-09,-9.31818181818e-09
284.0,284.859,1915.7,-1.06e-09,-9.63636363636e-09
285.0,285.394,1919.1,-1.08e-09,-9.81818181818e-09
286.0,286.103,1923.6,-1.105e-09,-1.00454545455e-08
287.0,287.888,1935.4,-1.172e-09,-1.06545454545e-08
288.0,288.992,1943.1,-1.213e-09,-1.10272727273e-08
289.0,290.322,1952.8,-1.265e-09,-1.15e-08
290.0,291.469,1961.5,-1.309e-09,-1.19e-08
291.0,292.05,1966.0,-1.327e-09,-1.20636363636e-08
292.0,293.158,1974.7,-1.368e-09,-1.24363636364e-08
293.0,294.367,1984.4,-1.408e-09,-1.28e-08
294.0,294.941,1988.9,-1.429e-09,-1.29909090909e-08
295.0,296.577,2001.8,-1.484e-09,-1.34909090909e-08
296.0,296.897,2004.2,-1.497e-09,-1.36090909091e-08
297.0,298.164,2013.8,-1.538e-09,-1.39818181818e-08
298.0,299.322,2022.5,-1.58e-09,-1.43636363636e-08
299.0,300.457,2031.2,-1.62e-09,-1.47272727273e-08
300.0,301.595,2039.9,-1.659e-09,-1.50818181818e-08
301.0,302.184,2044.4,-1.681e-09,-1.52818181818e-08
302.0,303.318,2053.1,-1.718e-09,-1.56181818182e-08
303.0,303.769,2056.5,-1.736e-09,-1.57818181818e-08
304.0,305.335,2068.3,-1.79e-09,-1.62727272727e-08
305.0,306.65,2078.0,-1.838e-09,-1.67090909091e-08
306.0,307.127,2081.5,-1.849e-09,-1.68090909091e-08
307.0,308.413,2091.2,-1.897e-09,-1.72454545455e-08
308.0,309.413,2098.8,-1.931e-09,-1.75545454545e-08
309.0,310.674,2108.5,-1.976e-09,-1.79636363636e-08
310.0,311.804,2117.1,-2.02e-09,-1.83636363636e-08
311.0,312.266,2120.6,-2.04e-09,-1.85454545455e-08
312.0,312.726,2124.1,-2.05e-09,-1.86363636364e-08
313.0,314.455,2136.9,-2.12e-09,-1.92727272727e-08
314.0,315.471,2144.5,-2.15e-09,-1.95454545455e-08
315.0,316.503,2152.1,-2.19e-09,-1.99090909091e-08
316.0,317.289,2157.7,-2.22e-09,-2.01818181818e-08
317.0,318.245,2164.3,-2.26e-09,-2.05454545455e-08
318.0,319.255,2170.8,-2.29e-09,-2.08181818182e-08
319.0,320.287,2177.4,-2.34e-09,-2.12727272727e-08
320.0,321.153,2182.9,-2.37e-09,-2.15454545455e-08
321.0,321.701,2186.4,-2.39e-09,-2.17272727273e-08
322.0,323.331,2197.1,-2.46e-09,-2.23636363636e-08
323.0,324.45,2204.8,-2.5e-09,-2.27272727273e-08
324.0,325.753,2214.4,-2.54e-09,-2.30909090909e-08
325.0,327.157,2225.2,-2.59e-09,-2.35454545455e-08
326.0,327.598,2228.7,-2.61e-09,-2.37272727273e-08
327.0,328.697,2237.4,-2.64e-09,-2.4e-08
328.0,329.796,2246.0,-2.67e-09,-2.42727272727e-08
329.0,330.372,2250.5,-2.69e-09,-2.44545454545e-08
330.0,331.485,2259.2,-2.72e-09,-2.47272727273e-08
331.0,332.487,2266.8,-2.76e-09,-2.50909090909e-08
332.0,333.607,2275.5,-2.79e-09,-2.53636363636e-08
333.0,334.746,2284.2,-2.82e-09,-2.56363636364e-08
334.0,335.725,2291.7,-2.84e-09,-2.58181818182e-08
335.0,336.871,2300.5,-2.87e-09,-2.60909090909e-08
336.0,337.45,2304.9,-2.88e-09,-2.61818181818e-08
337.0,338.708,2314.7,-2.92e-09,-2.65454545455e-08
338.0,339.286,2319.1,-2.93e-09,-2.66363636364e-08
339.0,340.291,2326.8,-2.95e-09,-2.68181818182e-08
340.0,342.137,2340.7,-2.99e-09,-2.71818181818e-08
341.0,342.615,2344.1,-3.01e-09,-2.73636363636e-08
342.0,343.609,2351.7,-3.02e-09,-2.74545454545e-08
343.0,344.753,2360.4,-3.04e-09,-2.76363636364e-08
344.0,345.98,2370.1,-3.06e-09,-2.78181818182e-08
345.0,347.211,2379.9,-3.07e-09,-2.79090909091e-08
346.0,347.658,2383.3,-3.09e-09,-2.80909090909e-08
347.0,348.092,2386.8,-3.1e-09,-2.81818181818e-08
348.0,349.218,2395.4,-3.1e-09,-2.81818181818e-08
349.0,351.029,2409.3,-3.13e-09,-2.84545454545e-08
350.0,352.197,2418.0,-3.14e-09,-2.85454545455e-08
351.0,352.657,2421.5,-3.15e-09,-2.86363636364e-08
352.0,353.803,2430.1,-3.15e-09,-2.86363636364e-08
353.0,354.898,2437.7,-3.19e-09,-2.9e-08
354.0,355.717,2443.3,-3.2e-09,-2.90909090909e-08
355.0,356.922,2450.9,-3.21e-09,-2.91818181818e-08
356.0,357.136,2452.3,-3.23e-09,-2.93636363636e-08
357.0,358.017,2457.8,-3.23e-09,-2.93636363636e-08
358.0,359.719,2468.6,-3.26e-09,-2.96363636364e-08
359.0,360.865,2476.2,-3.28e-09,-2.98181818182e-08
360.0,362.275,2485.9,-3.28e-09,-2.98181818182e-08
361.0,362.909,2490.4,-3.31e-09,-3.00909090909e-08
362.0,364.243,2500.1,-3.31e-09,-3.00909090909e-08
363.0,365.291,2507.7,-3.29e-09,-2.99090909091e-08
364.0,366.328,2515.4,-3.29e-09,-2.99090909091e-08
365.0,366.94,2519.9,-3.28e-09,-2.98181818182e-08
366.0,367.702,2525.4,-3.28e-09,-2.98181818182e-08
367.0,369.138,2536.1,-3.26e-09,-2.96363636364e-08
368.0,370.292,2544.9,-3.26e-09,-2.96363636364e-08
369.0,371.555,2554.5,-3.25e-09,-2.95454545455e-08
370.0,372.689,2563.2,-3.22e-09,-2.92727272727e-08
371.0,373.14,2566.6,-3.21e-09,-2.91818181818e-08
372.0,374.171,2574.3,-3.18e-09,-2.89090909091e-08
373.0,375.326,2582.9,-3.16e-09,-2.87272727273e-08
374.0,376.082,2588.5,-3.15e-09,-2.86363636364e-08
375.0,377.746,2601.4,-3.08e-09,-2.8e-08
376.0,378.333,2605.8,-3.08e-09,-2.8e-08
377.0,379.439,2614.5,-3.06e-09,-2.78181818182e-08
378.0,380.576,2623.2,-3e-09,-2.72727272727e-08
379.0,381.719,2631.8,-2.96e-09,-2.69090909091e-08
380.0,382.746,2639.4,-2.89e-09,-2.62727272727e-08
381.0,383.363,2643.9,-2.87e-09,-2.60909090909e-08
382.0,384.553,2652.6,-2.82e-09,-2.56363636364e-08
383.0,385.025,2656.1,-2.8e-09,-2.54545454545e-08
384.0,386.755,2668.9,-2.7e-09,-2.45454545455e-08
385.0,388.064,2678.6,-2.62e-09,-2.38181818182e-08
386.0,388.537,2682.1,-2.58e-09,-2.34545454545e-08
387.0,389.67,2690.7,-2.52e-09,-2.29090909091e-08
388.0,390.673,2698.4,-2.43e-09,-2.20909090909e-08
389.0,391.938,2708.0,-2.32e-09,-2.10909090909e-08
390.0,393.062,2716.7,-2.25e-09,-2.04545454545e-08
391.0,393.659,2721.2,-2.2e-09,-2e-08
392.0,394.096,2724.7,-2.14e-09,-1.94545454545e-08
393.0,395.767,2737.4,-1.93e-09,-1.75454545455e-08
394.0,396.89,2746.1,-1.83e-09,-1.66363636364e-08
395.0,397.921,2753.7,-1.71e-09,-1.55454545455e-08
396.0,398.562,2758.3,-1.6e-09,-1.45454545455e-08
397.0,399.542,2764.8,-1.491e-09,-1.35545454545e-08
398.0,400.404,2770.3,-1.419e-09,-1.29e-08
399.0,401.607,2778.0,-1.33e-09,-1.20909090909e-08
400.0,402.15,2781.4,-1.264e-09,-1.14909090909e-08
