# f,1/f,realY,imagY,realZ,imagZ,realM,imagM,realE,imagE,tandelta
2.000000000000000000e+06,4.999999999999999774e-07,-6.514207792648604389e-07,4.791695879602748606e-04,-2.837150096893310547e+00,-2.086939941406250000e+03,5.102901678017123530e-04,-6.937285401930522586e-07,1.959665725344821112e+03,-2.664123529493683140e+00,-1.359478555468895608e-03
1.888121750000000000e+06,5.296268633100592834e-07,-4.948785516292385747e-07,4.537343933055236912e-04,-2.403779983520507812e+00,-2.203929931640625000e+03,5.087507143279912684e-04,-5.548836948700221718e-07,1.965596867498734809e+03,-2.143835127393020734e+00,-1.090678949911584811e-03
1.782501875000000000e+06,5.610092275499009038e-07,-3.648098398691975171e-07,4.281497172778749635e-04,-1.990100026130676270e+00,-2.335629882812500000e+03,5.089923702074569158e-04,-4.336927424607249451e-07,1.964664565766172245e+03,-1.674014805359959945e+00,-8.520613821459818368e-04
1.682790250000000000e+06,5.942511254744909383e-07,-2.582989865053776597e-07,4.047614364133697530e-04,-1.576609969139099121e+00,-2.470590087890625000e+03,5.082857515700463539e-04,-3.243631499310749892e-07,1.967396468766514090e+03,-1.255496369514968347e+00,-6.381511756509956976e-04
1.588656500000000000e+06,6.294626937918927447e-07,-1.663052562314465728e-07,3.836208504919503474e-04,-1.130059957504272461e+00,-2.606739990234375000e+03,5.062965550901897885e-04,-2.194869705736693514e-07,1.975126636773092287e+03,-8.562463197630517664e-01,-4.335146434772221054e-04
1.499788375000000000e+06,6.667607354937658813e-07,-8.514897473979872369e-08,3.624067858804582700e-04,-6.483160257339477539e-01,-2.759330078125000000e+03,5.059538347254472499e-04,-1.188759481638184568e-07,1.976464800072518074e+03,-4.643785875217822379e-01,-2.349541400913104060e-04
1.415891625000000000e+06,7.062687442621181909e-07,-2.924213831775208422e-08,3.434667459292855239e-04,-2.478789985179901123e-01,-2.911489990234375000e+03,5.039907527770701211e-04,-4.290886229378769962e-08,1.984163374509010737e+03,-1.689280855572430906e-01,-8.513819362230946679e-05
1.336687875000000000e+06,7.481178057368104391e-07,2.173112437617968101e-08,3.245141166915214395e-04,2.063550055027008057e-01,-3.081530029296875000e+03,5.035860217536608160e-04,3.372269466858680765e-08,1.985758047916674741e+03,1.329765113463382276e-01,6.696511263587642208e-05
1.261914750000000000e+06,7.924465578994143479e-07,6.062579925890676592e-08,3.054488800137157003e-04,6.498010158538818359e-01,-3.273870117187500000e+03,5.050899373293970575e-04,1.002507560245459466e-07,1.979845343767240365e+03,3.929616843562308004e-01,1.984810003434435617e-04
1.191324250000000000e+06,8.394020351722043748e-07,9.203514402589732711e-08,2.887302552696139951e-04,1.103999972343444824e+00,-3.463439941406250000e+03,5.044462490271502206e-04,1.607963915634143624e-07,1.982371561532578198e+03,6.318972426638334028e-01,3.187582262203718484e-04
1.124682625000000000e+06,8.891397250846655899e-07,1.159141871038207671e-07,2.719667111590142773e-04,1.567129969596862793e+00,-3.676919921875000000e+03,5.055817762360590014e-04,2.154826241680871608e-07,1.977919033775651314e+03,8.430034542838945599e-01,4.262072612116404868e-04
1.061768875000000000e+06,9.418245566861243833e-07,1.299080975855887459e-07,2.575659357663014331e-04,1.958209991455078125e+00,-3.882500000000000000e+03,5.039862737019421826e-04,2.541947087493514207e-07,1.984180517987808798e+03,1.000757788840757057e+00,5.043683171809602546e-04
1.002374437500000000e+06,9.976311870981846032e-07,1.445221191294526378e-07,2.431403097479717444e-04,2.444669961929321289e+00,-4.112850097656250000e+03,5.040227244294690151e-04,2.995901103336265579e-07,1.984036826559895644e+03,1.179307564848170342e+00,5.943980217811589044e-04
9.463025000000000000e+05,1.056744539933055151e-06,1.565842525387175159e-07,2.301346717577171090e-04,2.956540107727050781e+00,-4.345279785156250000e+03,5.027186376550625210e-04,3.420511195174165924e-07,1.989183336661015119e+03,1.353445717477346655e+00,6.804027022211040551e-04
8.933671875000000000e+05,1.119360565277085465e-06,1.731740622417352351e-07,2.173509990472837817e-04,3.665719985961914062e+00,-4.600850097656250000e+03,5.025107242440620325e-04,4.003746190209570818e-07,1.990006017675941166e+03,1.585534124420891589e+00,7.967484069583778130e-04
8.433930000000000000e+05,1.185686862470995129e-06,1.820368420264441172e-07,2.052766761379402373e-04,4.319960117340087891e+00,-4.871470214843750000e+03,5.023047644052324378e-04,4.454377124935603368e-07,1.990821677338018389e+03,1.765436278483370591e+00,8.867877512987418524e-04
7.962143125000000000e+05,1.255943260879274967e-06,1.882127077706507605e-07,1.939136315305376205e-04,5.005320072174072266e+00,-5.156930175781250000e+03,5.019939522694405508e-04,4.872356847499047658e-07,1.992053994703138869e+03,1.933489014718262400e+00,9.706007065367703440e-04
7.516748125000000000e+05,1.330362522956028934e-06,1.936225494676164148e-07,1.832604061561208923e-04,5.765250205993652344e+00,-5.456709960937500000e+03,5.014621082767292074e-04,5.298164175366435883e-07,1.994166393058181939e+03,2.106923089309489683e+00,1.056543273742763332e-03
7.096267500000000000e+05,1.409191522162883532e-06,1.978044882908092664e-07,1.730886170390925438e-04,6.602350234985351562e+00,-5.777379882812500000e+03,5.012312696636921864e-04,5.728036684745532910e-07,1.995084414219513064e+03,2.279968829853958212e+00,1.142793163840084099e-03
6.699308750000000000e+05,1.492691316846682028e-06,1.969036209559095817e-07,1.633917810111287165e-04,7.375520229339599609e+00,-6.120250000000000000e+03,5.012754204428425701e-04,6.040875787667004554e-07,1.994908401552843543e+03,2.404066381492998339e+00,1.205101136283583032e-03
6.324555625000000000e+05,1.581138753918383044e-06,2.006871048902860849e-07,1.541732101185245109e-04,8.443079948425292969e+00,-6.486200195312500000e+03,5.015308119198520201e-04,6.528421285390107442e-07,1.993892063689469296e+03,2.595447194865653895e+00,1.301698944557247309e-03
5.970765000000000000e+05,1.674827262503213635e-06,1.963927876146971819e-07,1.456731632854284448e-04,9.254770278930664062e+00,-6.864669921875000000e+03,5.011028719809824429e-04,6.755739196604653468e-07,1.995594594133193368e+03,2.690408970681297252e+00,1.348174112412798631e-03
5.636765625000000000e+05,1.774067020925674973e-06,1.946475094693897160e-07,1.376537453608999860e-04,1.027239990234375000e+01,-7.264589843750000000e+03,5.006316824092179717e-04,7.079117962750624560e-07,1.997472464568355463e+03,2.824500266538712889e+00,1.414037147765676364e-03
5.321450000000000000e+05,1.879187063676253656e-06,1.930143890889670653e-07,1.298769259189291360e-04,1.144260025024414062e+01,-7.699580078125000000e+03,5.009268143695066794e-04,7.444438830817836429e-07,1.996295192686288601e+03,2.966760218039835806e+00,1.486133027274214730e-03
5.023772812500000000e+05,1.990535872784354564e-06,1.907511506028551333e-07,1.225820756216296854e-04,1.269439983367919922e+01,-8.157779785156250000e+03,5.010478728661532872e-04,7.796854293064968646e-07,1.995812441650178016e+03,3.105702996964832874e+00,1.556109648458236291e-03
4.742747500000000000e+05,2.108482477719929384e-06,1.842355159440229549e-07,1.157663032526293906e-04,1.374699974060058594e+01,-8.638070312500000000e+03,5.008688148449077105e-04,7.971043553308503075e-07,1.996525712274691614e+03,3.177357610648944952e+00,1.591443371409878875e-03
4.477442187500000000e+05,2.233418005466988388e-06,1.815513208821560998e-07,1.094361917142598921e-04,1.515919971466064453e+01,-9.137719726562500000e+03,5.002015970179736091e-04,8.298192693244453797e-07,1.999188434800889809e+03,3.316592941922864135e+00,1.658969651979395107e-03
4.226978125000000000e+05,2.365756269438938768e-06,1.783737301379925789e-07,1.033499982056430106e-04,1.669969940185546875e+01,-9.675830078125000000e+03,5.000293389346498023e-04,8.630101588075120185e-07,1.999876693921389915e+03,3.451625272416475099e+00,1.725919044362917007e-03
3.990524687500000000e+05,2.505936131988909165e-06,1.649804696455006940e-07,9.749886771455234472e-05,1.735530090332031250e+01,-1.025650000000000000e+04,5.003874860881245366e-04,8.467191916653251410e-07,1.998445533744211389e+03,3.381623709552708412e+00,1.692127031962200765e-03
3.767298125000000000e+05,2.654422259188738750e-06,1.613335390164494353e-07,9.213759427831025295e-05,1.900419998168945312e+01,-1.085329980468750000e+04,4.998837776272479789e-04,8.752998119085988608e-07,2.000458864121883835e+03,3.502816746340698728e+00,1.751006636109103806e-03
3.556558750000000000e+05,2.811706681353148047e-06,1.570750131081785642e-07,8.701980366534583502e-05,2.074290084838867188e+01,-1.149159960937500000e+04,4.996751216011952480e-04,9.019380987938767835e-07,2.001293837892339525e+03,3.612433521789731206e+00,1.805049040471818798e-03
3.357608125000000000e+05,2.978310638916505508e-06,1.526174649397707846e-07,8.214333766870074265e-05,2.261820030212402344e+01,-1.217379980468750000e+04,4.997276924653345793e-04,9.284645078808502954e-07,2.001082916046276068e+03,3.717893750714175383e+00,1.857940878361982306e-03
3.169786250000000000e+05,3.154786856684737224e-06,1.478493866665010961e-07,7.751249056400639462e-05,2.460790061950683594e+01,-1.290109960937500000e+04,4.999585035134182422e-04,9.536341506421075825e-07,2.000158722593159837e+03,3.815155960275287583e+00,1.907426604289196416e-03
2.992471250000000000e+05,3.341719657289940399e-06,1.421050062204987263e-07,7.311944901956468298e-05,2.657920074462890625e+01,-1.367620019531250000e+04,5.003486011563022156e-04,9.724094209286135199e-07,1.998599018067660381e+03,3.884204950980885140e+00,1.943463854363501695e-03
2.825075000000000000e+05,3.539729033742467086e-06,1.377792238133300033e-07,6.921441679618574544e-05,2.876000022888183594e+01,-1.444779980468750000e+04,4.990096577996281551e-04,9.933358758110208038e-07,2.003961289805394927e+03,3.989114462589280929e+00,1.990614530771033387e-03
2.667042812500000000e+05,3.749471119522945231e-06,1.330689915491953105e-07,6.530969161235298029e-05,3.119750022888183594e+01,-1.531159960937500000e+04,4.992611871452644302e-04,1.017248451997105453e-06,2.002951309509961902e+03,4.081028470638467631e+00,2.037507577574076707e-03
2.517850781250000000e+05,3.971641240405616026e-06,1.283957055299782405e-07,6.164669128552045698e-05,3.378540039062500000e+01,-1.622140039062500000e+04,4.993391139049040747e-04,1.040007119467142573e-06,2.002638355885181454e+03,4.171029446403851537e+00,2.082767182674988976e-03
2.377004531250000000e+05,4.206975573050876958e-06,1.233550000093959596e-07,5.822966272157011395e-05,3.638029861450195312e+01,-1.717330078125000000e+04,4.990695121371034387e-04,1.057239846446111216e-06,2.003719898709314975e+03,4.244724365070986494e+00,2.118422024857467660e-03
